song_id,song_length,genre_ids,artist_name,composer,lyricist,language
oF1ikg0MaEezHVeFnb2ZGPt3n79p0zDscBoQkISZGro=,243298,465,Dear Jane,Howie@DearJane,Howie@DearJane| Qi Le Ping,24
Cr3Xjun4fudIFQYhPAZsiI6VLbz8le/dcBnZGwVLQPg=,399011,,BT & ilan Bluestone feat. Stef Lang,,,52
yXzu/VKrsW0OhczshSPClkH5v28+rhobYuju3tbQGUE=,314289,458,游鴻明 (Chris Yu),游鴻明,鄔裕康,3
6+/Tnr5XP21ssB/0YS5RxmoMhO7s08VQ9cS+03N99uQ=,195976,1259,SIMON JAP,Fourd Nkay,,17
PWB2sYSj8UC9qrE7dWJrgwibT7txvLl/L7zOC/517X0=,313144,465,Tohoshinki (東方神起),,,17
QgfwB0tVo6Ah4TIw4pwVIV7NKQ9vb9+wFMaBhYZabsU=,252308,465,最幸福電視原聲帶_遇見幸福300天,,,3
8RWlYqpKrGTn/aO3W+SiMX9S3jPgw+mGdJtZEHPWOSs=,133561,2122,Art Tatum,Harry da Costa| Eddie Edwards| Nick LaRocca| Henry W. Ragas| Tony Sbarbaro| LaRry Shields,,52
PImNS5q9aNKeEvswI+dN36Qd+yZwHpZHH+F7fmIkeqg=,331929,1609,The M Machine,Andrew Coenen| Eric Luttrell| Benjamin Swardlick,,-1
sn5R0bMdg3+mDfamzTusfuWrjC5BN1KTdRXyZSbPC6Y=,165407,,Dakota Bradley,,,52
mUbix9R18WW0/O2IGq+viXG8IdSYhgcq6SSt54ji/fw=,281391,,Davichi(Min Kyung),,,31
/E+n3eIm3Y6iWYiJz/b6xWyFI/FWqQ8oIKUsstXB5D8=,226638,437,GReeeeN,GReeeeN,,17
wMOheoPWebdxhh3U9xP/V2oscVnFZkWrRJPG1xJ9z3c=,272039,465,歡子,歡子,歡子,3
10xhgvBQPqKdqVLbcf/5Dr1LpGGGja2CkkuxKoqw9T0=,233314,465,Rmaster,Ryo,,52
hAbJbPZk3UmBGBJYdAIGCYWClULjq5o1Uz0MZiEPD/A=,219907,444,Jessi,Ear Attack|Master Key|9999|5$,Jessi|Dok2|Ear Attack,31
BELxrokuO+9nAI/Dpy9yqAIdcM5CJgIT3L8+Qyf826k=,219648,458,虹翎ML (Mia Liu),舞炯恩,舞炯恩\Singer Lin,3
cn57DrhHkd2eawiUAijdaK5JOsKGeS84u1Ea2YzXyzo=,209815,1152|940,Ocean Waves for Sleep,Marco Rinaldo,,-1
MuARbEiCH228vdnWl5BNyVfDdGrEnxoejRlFY02imAU=,216372,2122,The DUO,Joni Mitchell,,-1
k94jFUX03DoBaOxPuPeUr373mMC/7Ja4pJAsXnTz+7c=,212114,2022,Placebo,,,52
ocl36FBO9lXyO8lbdubkLrVnw/mif9+W8R89l+PH3dk=,314026,1609,Above & Beyond,,,52
iGiHR03npt4sE64ucOw687oxUXmwOQiBcQqNuxRlfzw=,250380,458,林志炫 (Terry Lin),,,3
4aqbG6YbT86dn/7YOySu5qx+lI7elU9cREKFX/RJmUE=,273391,1609,Röyksopp,,,-1
/HghYteX9Nx9Pq/8HDbP+1NyrN2rsJ1JfVjhY+qz0QM=,338454,1609,Karunesh,,,-1
dKLVbDGK0b6UHiZrbFewUI2uKH7TZoUr1f3aHfNkdak=,233639,465,袁小迪,,,10
b8KMTsKjmsgBCKMSc9fWuf46HeY/4HAEldLsVezY4Bs=,208561,726,貴族精選,Traditional,Traditional,3
lqYIcGDChM1k9EfVkoEC4sRbNElYarcPZXVoHI8bQ6U=,174242,451,Beyond,WONG KA KUI,LO KWOK WANG,24
8+VdsARtKFBTQ3bUaVvDQbjEalHKcGQO4lS2ShJpnQI=,264777,465,Rimi Natsukawa (夏川りみ),,,17
3QTNoxozpwRWYJ0Hg0sFR6cg1SRVrYtfP/jEBWZ8Ccw=,282435,458,Various Artists,董冬冬,陳曦,3
i2E1xoMVziRgSBKlqv2DLqiX7Q3hlA2ZUwlntRISg8Q=,808007,873,黃慧音,,,-1
k1FNBFMsGtAFg5Qk6XZEzrM2FgUUoTbkPqe//H/hAbw=,268862,465,劉美君 (Prudence Liew),Ji Hong Yen,Yu Yan,24
dSA0gh+GnFn2HUkmpOq3fTzZA6aurSLrWBY1/4RRDkw=,151797,2022,Junkie XL,Tom Holkenborg,,52
fChBv1Zifpq7lD73T8YQh0d1wUCcUNPXtPbyDdUQeFs=,254397,465,徐良,徐良,,52
Qz0gJkqtXei7GItXJb6s1lnJcnhuet9lW8KFeb4QKf4=,231457,921,At a Payphone,,,52
+FtAvJOM3+/ioJG+TiZzctqjQ0f4jHqFkGct/q7DUDw=,183823,465,鄭智化,Zheng Zhi-Hua,Zheng Zhi-Hua,3
uv60wQe7hbTuyMjr8wyt08ho4oi0NHLl1yIiDFIupCg=,225233,465,張玉華 (Celest Zhang),Jie Chi Yi,,3
S6u14+dqXx4wDW7W59SP6FjHxxcbTZ1Do6T8CcOm/LI=,190496,437,Girls' Generation (少女時代),Fridolin Tai Nordsø Schjoldan| Martin Hoberg Hedegaard,,17
moRn2ENsDM57vI4FdPeA78zcSaXpN7WHkxj4M0iUPkA=,175386,359,Linkin Park,,,52
fKF+jAW3chSXz+BchaXg3k7ak6RyrcmKHbkLhcTxbc8=,89071,465,Various Artists,Richard M. Sherman| Robert B. Sherman,,52
c07gJhGqplgySfeg/6JEHKTAfme2UOeulEN8VTUSK3A=,226848,465,阿蘭 (alan),鄒頔,李姝,3
HhXTTJEnv4oNADxVvwzmTzjvFy8ZVQFDIFUFLLoaLQQ=,267912,786|2086|374,洪億展,,,-1
B4r026bWEYyoWcPlfSht1JwYqfkxoPxL5QFgrgeL/TI=,293407,465,胡彥斌 (Tiger Hu),,,3
E5Cg8RHHyjO54GLyzuQDJPaMG6q+f59yASNvQ+Mw+3c=,196998,1609,Zedd,Anton Zaslavski|Matthew Koma|Miriam Bryant|Victor Rådström,,-1
i9SIGzG2KhSzI3ru8g0N61l5bwTDdj8RCANx18y+kKU=,285233,451,劉德華 (Andy Lau),Koon Ting Lo,,24
DOhETciUjLmgFVTsWs4Kr5ihbvW1dyVkcSBhsoBmfVI=,227232,,《小時代》電影音樂 Tiny Times OST,梁永泰、王知音,梁永泰,52
f/KwEku+5vdyxUV0hZzbLlfxukxJVU21tnsNRYTzbyE=,199738,465,Jordin Sparks,H. Jonback| K. Ahlund| C. Karlsson| P. Winnberg,H. Jonback| K. Ahlund| C. Karlsson| P. Winnberg,52
Pk0A+aKQPVHAXUMOgoyrsGBnLfplrOWO7tRnRVdpH/w=,266472,1259,Marques Houston,,,52
Rif0GHu5sy1O6pxJVoATTE/xAIqIcEWi8YT6r34afg8=,246883,465,江蕙 (Jody Jiang),Shian Lian Wei,Li Jung Chen,10
t6pyb5KiPU/CvJ6WA/dTWTHbcLSBJM07moT7r6upe1E=,262989,921,全球電影配樂大師,,,52
y5k4YYlFLYmHbuZ9eXhQyepFpDYKJ3HKJyLULUtThcg=,263053,359,Muse,,,52
9nA0o5PTfuF1c8XuFhBHjEhO95Vu0SrITepRRfM6myY=,163317,786,Littlesong,이민영,,-1
wYJ2OAr9+voXASDgoJjZXmxhrKI8HULW5PwI2RUyoDE=,200202,465,ABBA,,,52
ftjgHvZF6TWAKc8a0DJgDipzDd8xL568k4/7135XGhc=,215945,465,Jon Bellion,Mark Williams| Michael Busbee| J. Bellion,,52
1b/jJzA7YfTMYOQVMLF5bXNQ2iTSjRf7WUyJqX7dAZw=,337084,947,貴族精選,悟明‧金,traditional,-1
qGh2rBNV6Nx1bK5EtkoqJX6G6ktidDDXbSDqGy+WMrQ=,227900,139,Mario,,,-1
A4zJKOOaD3v1Ka2RYh98Y9vSQ4pPYrQP6HYWs3dRcS8=,220128,921,原聲帶精選-超級劇無霸 2014,Joseph Brooks,Joseph Brooks,3
b4HRezWqku/vz2AOg6XQCKkqSLpgKQKpSn6yqgq0zs8=,207423,465,Gavin DeGraw,,,52
AugQdYKZfd88M62oAlmkrhwfYNrUO+R3uk1ZmHS+aNQ=,206769,1259,Kid Ink,Brian Todd Collins| Frederikus van Workum| Ned Cameron| Jonathan Lauture,Brian Todd Collins| Frederikus van Workum| Ned Cameron| Jonathan Lauture,52
JwpIvcqotCkPrG/5lPbdSBLXo0y2MLn6PqpAZTHCU3s=,218671,1568,The Skelters,The Skelters,The Skelters,52
WK9gmVxdf7oJPwXHBL/k5jnluv6JvIIUy6AbTUjCpkA=,321921,2022,The National,,,52
0FiZuJTpi4yz8yHKl8AqTtzGEaiEjHZz3AVOotRvRlo=,151580,2022,Louise Attaque,Gaëtan Roussel| Alexandre Margraff| Robin Feix| Arnaud Samuel,,52
WH0kPdqAlbeclyFXRCAmP+dIH8kg8ddlurQVKdWVIi0=,211348,2122,Bassa Nova,,,-1
uWbxCsjs8WcQUlBLPRSPVY2jvbSE9j7yBAHzY3uE4j4=,151765,786,Piano Dreamers,,,-1
XekqRqwrBNqXwFE7Uzp4Usa/B/xRXpw/jE1cR6GhMBM=,245597,465,Beyoncé,K. West| Jeff Bhasker| Beyoncé Knowles| Dexter R. Mills| Douglas Davis| Ricky Walters,André 3000| K. West| Jeff Bhasker| Beyoncé Knowles| Dexter R. Mills| Douglas Davis| Ricky Walters,52
tvXvh7YcK5nw9/JYek0FYByeQrnhUu31cVEzavcHJiQ=,271490,1609,Sonny Fodera,,,52
5E1oqXt2ahx43Az0k0Zv5+sI5WyochmaU2HV9mKmwNQ=,218383,1609,Christian Amby ft. Joe Forrest,,,52
7YyoOPqQh6rXpF78cjPV+DWmy+vp+iMUv8zRhByfUxM=,248360,1609,Nick Jonas,Nick Jonas| Nolan Lambroza| Priscilla Renea| Tyrone Griffin Jr,,52
mNUyI3FzoKY+KW1Zpf/orx4L8GB/PGvWaSP4MHQgdHQ=,218777,465,Westlife,,,52
YA2DWwGWm1574T+vboZEOxq52bbRMN/1fZrPYai2aE4=,224954,1259,Nas,Nasir Jones p/k/a NAS| Ernest Wilson| Lester Abrams,,52
wXP83Za9ex7mYw08kW2wqSUmpIU8psQoTpf8F/ZxIFU=,148689,458,王若琳 (Joanna Wang),Ge-Xin Chen,Yan-Qi Yang,3
AmU/NU7o3a69rms1+P7aveFmWhSooDVomOpNlLqlktY=,261511,465,郭富城 (Aaron Kwok),Yoshiki,Leung May May,3
Zn/fenWPXx0JYg6fERyV74dn/WsL75chnAtLX9W9APk=,252604,139,Craig David,,,52
qhukU1Ru59dJGfMsobLUqvAZQ55rv9MVZvUgr63lnws=,227091,465,Girls Aloud,,,52
7pwLRZzk/iWQyGBV1b0zdoJqtLP97sodWeRsbLQZDNQ=,161854,444,시나 쓰는 앨리스,Sang-Hun Han,Sang-Hun Han,31
Y0GTtIeidc83tvMBCvP4VbdAngMkkyD4lCDBOClo01c=,265639,465,王強,,,3
kPuBZcG2DoH184igPtg9X+eoPAYQi9UH44eYpqekA6Q=,216502,940,Natural White Noise for Sleep| Relaxation| Spa and Healing,,,-1
kR+iNjotdUty+3L9jxpIgIXvL6ZTmpvLexxlht9smBY=,110294,864|857|850|843,軒轅劍 電玩原聲帶,,,-1
LjEpvOCq+uj0z4bzaZhCJicXe+DlXT8AyLfWWKtqW+c=,272308,465,瑪麗 (Ma Li),歐馬克,歐馬克/瑪麗,3
mAd4eESm8O0JOxdab3yxgE8dAhNrKCzC+pXK4KxESWM=,210094,786,Kotaro Oshio (押尾コータロー),Kotaro Oshio,,17
snWaw9SKR3H8J+Pc53PGEz82t3fkD5fW1j5w8/V801c=,288914,1609,Perfume,Yasutaka Nakata,,17
Sp4vgwEBueJW2I9LBFY5PtE2YKSYDTH5zP8xw6ByfoA=,243356,1259,Common,,,52
vRk/Bn6UonIdONSD2l/juwfHGRPZ+xjJYki583o50KM=,235496,465,AK,,,3
l0zQYNikK4HzwZOlQ7RM5eBR/cgLTTw3F2ScTni6k9A=,289970,465,薛之謙,Zhi Qian Xue,,3
nQA9035ucEWmBEVz3Xd/ZwG5KK3jqkjUh10F46S52UI=,174986,1011,Charley Pride,,,52
a+TwoT64ui2im6NOGtZCZZrVOW1I9PIea4xlLlaH0NM=,297142,940,Anne Akiko Meyers,,,-1
CG4fbUDKXNUiJx0RGor5YdgWrtSqA+N4YA5bTJXfVFg=,259227,465,王菲 (Faye Wong),Hui Yang Chen,,24
C7ojPMWm3KB875gTSMM4dKiRystRKpkCv7c7GMyHtq4=,218778,465,The Golden Hits,,,52
Hfj5LCyHvXOBKwdQn+IBBRLWIhwWS1kxMymCNkfjLU0=,310497,2022,SILVA,,,52
+28/sBPjmrJ8BdJcZa6fx1WCtl6HkyplOtwUgYW+Qhk=,241371,458,Various Artists,Mai-Ke Lin,Yi-Xuan Jiang,3
2l5kG4gbuUpZ6Wdu2qCiPE7GplgClo7Q5s0z4+89qXA=,277185,465,林子祥 (George Lam),Chen Xiu Nan| Chen Da Li,Chen Da Li,3
FbVN+VWQSN6nAhDyU6rf1wqsGRfPM7M/YQ9BJoipjB4=,298945,465,Ai Otsuka (大塚愛),,,17
KoFitiM8htL3ylQ7RjeN9zylJF/05axreehTX/iqgdQ=,288078,2022,Emma Pollock,,,52
IWVP5blQY9v+hcBCQ2w2vyitA7MjRQFk4DxQJqCloK8=,172942,1609,Years & Years,Oliver Alexander Thornton / Michael Goldsworthy / Emre Turkmen / Noel Leeman / Olivier Subria,,-1
t08DA13skPJb071ZAXUoX8OB3Q2wXUAQhW/1YW8ONm4=,262246,958,100 Best Film Classics,James Horner,,52
PPxIUlovB/qdZKpJxCdP8PIGBWuv9Z1Ze4KA3ugds+A=,280555,465,Kalafina,Yuki Kajiura,,17
yK3GiRr1dFANm6jk9KFmCwCzIekvVifyhAiW0ly2rRI=,427340,958,Philip Glass,,,-1
mlANA2XQycTVavxGMsAGTIXvW/O1dPG4x+vtklh6bJM=,268800,465,薛凱琪 (Fiona Sit),,,24
vK4072/9MUPsaoKaf8/9LmtNuVWz8i8D0sQmEAKO3W4=,270837,437,erica,nao,erica,17
duD+ntpMFUnr2N2GbqBb+00m3XMoia9dep8sd8e7hNs=,357851,2022,L'Arc～en～Ciel,,,17
CpSM5vhbxiLhswbUP8NLgbSwfaQeC+Arbnee1gvy+0E=,352444,958,証聲音樂圖書館 ECHO MUSIC,Joseph Haydn,,-1
y7BFkI0Dghg4cHAO1dRETqnG8771YAzzz6hDr/Ttxvo=,168437,465,滾石金韻民歌百大精選,,,3
l4G3XdIt663I1bTdvK59SWOZlEdwutyMe18IPOrtFWs=,208422,481,Baby Lullaby & Sleep Baby Sleep,,,-1
UQSkY5499xmCzPvT8kJqBf8TFORLdeXpU64KTwzJ4Zg=,203075,1609,SNBRN,Kevin Andrew Chapman / SNBRN,,52
O6rWRV16nxBQRI74uyHPFAORV7M4gv5AoDm4sfDyC4E=,291503,465,伍思凱 (Sky Wu),,,3
HAk0G8u7Yu2ljX4D7YLcA2P6im4MPx5Rb5Q13wdRL8Q=,236100,1259,Kanye West,Kanye West| Andrew Dawson| Noah Goldstein| Mike Dean| Abel Tesfaye| Cydel Young| Leland Wayne| Ernest Brown| Christian Boggs| Darius Jenkins| K. Rachel Mills| Marcus Byrd| Ross Birchard| Lawrence John Cassidy| Vincent Cassidy| Paul Wiggin| Travis Scott,,52
xVgvH39nzx3JrHgjNoybt5xD8tvLB2nDr+F5LjjPyd4=,249129,2022,America,,,52
GB+V5dxVQGi+dIBwI3+HihFqWiJ/E79n02jUAT9ryEQ=,544600,465,Daft Punk,Thomas Bangalter| Giorgio Moroder| Guy-Manuel de Homem-Christo,,52
Sz4Lb3Ssr86HCvqJ3vQR22nHSr5W0O62vji0GnFX0JQ=,718367,958,Various Artists,,,-1
mMFmLCa1xAPQOgHbNrKYGID9YQ5JWW4K++eiVKWBUxQ=,306642,465,The Tony Rich Project,,,52
B61xrGDkne2OtEyr+ZhnCPkXeX8GAkgSEbX2PJUot8w=,376116,465|1609,華夏HIGH舞曲,,,3
vbBgV4Yl11lTh76LQDgmDp7vELzxaxzmzNgITKIqeUI=,281913,,趙雷,趙雷,趙雷,3
AMXIPGcg2MKWiR2l81GSg70FF87jSzU5ZVW5xl4a7Ys=,209920,1609,Buriru (ぶりる),Buriru,Buriru,17
9uPVwGOZng5w9sGVDI10yzK4h0oAw18Pg4opTwCTVCg=,229552,465,情歌寶典2010,,,52
ov3NJDrf8MXej8cmLke18ZgDaorCkrmVxPK/w7ZX85g=,259413,1152,Thomas Bergersen,,,-1
CfmosMI/Y5eL+1w5yyM3T5Qa/SQldG+oWv6/KKp53wk=,301975,465,m-flo,,,17
T8Y2As+PnbGjKDogvZpD1kgNnfJZlixCtZh7kkXsahc=,209444,726,Lullaby Maestro,,,-1
4lpvQnFrl4LMQ7+4OgOYt+V6RwGFdgE/jeyd3BgWfAE=,183902,1011,Toby Keith,Bobby Braddock,,52
KRQo1HklSPuVdDZc/DAyU3jRxWRZ+POk/pxNi1rWpjo=,290768,465,Jason Mraz,,,52
zNNJoy6YMfcUmhMUgGmw8e847AgtI4iJhHk4mv1bhDE=,193561,1609,Rave Hits,,,52
2I44cAfMNBVz9+1RhTmnE4MS3pX/aq4xxgZ7kwcyN5w=,238724,465,鄭怡,,,3
b+f7CvJNeck5KfZJqhfsCztKEcz2wnWbuNH/lleWV3g=,235496,465,Air Supply,,,52
gTDBs3mxEhOOVjPz5U1/LXHfVX/fmp5cEPRFy1ZxhKc=,273902,465,Dexys Midnight Runners| Kevin Rowland,James Mitchell Paterson| Kevin Rowland| Stephen Kevin Adams,,52
4viWLSyV9WJMCL2Dn6QcpMBeLFD28ZCpUjw9lDIsrw8=,238863,465,林隆璇 (Kevin Lin),林隆璇,黃桂蘭,3
PwLTd6vmNXgZoPopw6wUVleTTNQDjzai5Ge22oZypjI=,261120,2022,前進樂團 (Transition),前進樂團,江佩錦,3
anJ+jo1TFI3eOFErE/BSbVr3izwYpCF+LeDMLQMM7/Y=,270791,139|125|109,Whitney Houston,,,52
c9pP4SSVSTtpkhp9WsWk8t3vNn7RlEAx5ZFtfm8vfPg=,220380,786,小提琴演奏,,,-1
U0ij0J6WDJfFiD0OmY5AS5izbOWMsgKeUIP0n6yYXKk=,166997,921,霹靂英雄劇集原聲帶,黃建秦,,10
SliDJPoS5BZwwAjY1zHW5XN5l4XtsVUim2sc9gbBkBk=,163422,873,法音清流精選拜願系列,,,-1
DqUYtKFDE9rKfY5eMGnvYXH0orU7GCa5XNkESwLIAmE=,298422,1152,Relax α Wave,Yumi Kimura,,-1
d04wnz78Bn7ATycls8y/iTqVxWxIDTMfOABsv+PQuAQ=,305214,2122,Julee Karan (樹里からん),,,17
yDTEzh3bgozpP617042fOhFwkB/WPp8CoVXH0eFw6W4=,191843,786,舒曼.海頓.貝多芬.柴可夫斯基.蕭邦等作品,,,-1
fscJtMn6H7w24AnnOnNMk8j41OJXYG5TMcKZIhKK3q4=,273084,359,Muse,,,52
34VSqCERZs8C4qeCPSmHfN9ksrBcdJzuV3+VlhM7syQ=,203499,1259,Childish Gambino,Ludwig Göransson| Donald Glover,,52
1glnE8TLeHLM/eoM+x1gqEfpdS1md/9Hn9EGeaN+tbI=,278674,437,Mika Nakashima (中島美嘉),Eriko Yoshiki,Mika Nakashima| Miliyah,17
dyWJocgFvrmohlBad2IhPjVEHrG+55Ro+OfXbWGqEKA=,180001,359,The 1975,George Daniel| Matthew Healy| Adam Hann| Ross MacDonald,,52
A1ip/vIl4VCb+OzWYRfy+BsJOaPxdvKRoClOgtJsNlo=,29721,921,Dream Soundtracks,,,52
LQh05c/04wsd5Pkpz8bfFpjWrsc7cmukwRlxzZ9v9e0=,189428,947,Della陽光元氣系列,,,-1
Wo/mkwBXjdDLYDHscuRalVa/FupfXZil08za/ASwhVk=,288835,1609,Wiwek,Wiwek Mahabali,Wiwek Mahabali,-1
ZsDxP0z9S9kVXnQhCP4VneJ7jTIzl/hrVF0PfpOpmME=,191895,465,Jason Mraz,Jason Mraz,Jason Mraz| Billy Galewood,52
JF3mjtmz6IgZpSBMZA1Wdu8N6h3G3UNlMyspLdeNYUI=,150186,2122,Stan Getz,Neuza Teixeira| Jayme Da Sylva,,-1
OGtd/AuTVdys+IiibrRH8G1JLEiaJm291OG/bfbBh1g=,205844,465,本兮,本兮,本兮,3
QWg7pqE0PGi9YkiDxvGiWUIWvUssTzjYCPYZ8YSL1yU=,215357,465,Richard Marx,Richard Marx,,52
bOUNKduKDNEoU2Whm4A+6eZdaEmTgIAiorgP1eXd340=,210233,465,Celtic Woman,,,52
PrqhNqCxPqqAqAodYsv3jfi400jdzavFJByr4Tx5Zek=,199288,958,Owl City,David Hirschfelder,,-1
acUENdvvZWfRZRTsg4FuK/egicr9kpOAeR4dA1IAoGQ=,210604,139|125|109,John Legend,,,52
mYO+wZ4olbB3rFc4AIawEPVM6UBqKYnlKOVgfKfGo3U=,196533,465,純音樂,Wah Kin Chow,,-1
OfUzFfOPvz8/yFgPusidmVXTdN1o3KkUSqpCgCJ3zY8=,286255,2022,Guns N' Roses,W. Axl Rose| Tommy Stinson| Dizzy Reed,,52
0ckkNOlreaHYldfxXVOIuXJvSUKGklpBU7iFt4qgNpc=,274413,465,葉啟田 (Ye Qi Tian),,,10
WntWloeJztmFp7unGTouY9Im2ctXW/3Acmo1EWTCdWc=,200063,2022,Done Again,,,52
h9Se0cjwZsy/FG/1g5eaQoX94c9k0cKbJ//pScyf+2U=,174716,958,Joshua Bell,Gabriel Fauré,,-1
Awskixc2t6ElhzVbtphWQ/oShxMS1omO/XvnChLQ634=,248174,465,The Black Eyed Peas,William Adams| Allan Pineda| Jaime Gomez| Stacy Ferguson| Bert Berns,,52
bXgIfoFy+5tvKlc7OkQ7yZbg40U/zsRkB6PveXRiVwo=,267818,465,暢銷排行最愛情歌合輯,,,3
dp9zC4gLdZ8dtp2P4TvkSnW9IFrsMXU1Yw6VJblXJ30=,285048,465|786,李泰祥 (Lee Tai-Hsiang),,,-1
91ML02GMdGFW8otlw7bgwDMh7pvF5W3yVm2Ut+gitto=,235050,465,華人碉堡音樂帝國3,張超,玉鐲兒,3
w3+1wm80A1wolbr/gYMxQ13NIzfwkrv6UivbOqk7x3U=,236008,958,小朋友的鋼琴音樂,蕭邦,,-1
kzr48SpUeoWZEftpxRP9ClrpPN4Lph1rtDE/uHRfVVc=,172013,465,Donny Osmond Marie Osmond,Don F. Harris| Dewey Terry,,52
AQ+NATciD63vjX3OYjEpStkVr+GazLSg4uJPZ6al/PQ=,227927,465,AI,AI| T Kura,,17
qbOkxWdp2Y2pYFGv3ocZe9CoJ/jB+zMPZXmin5kUuIA=,178886,437,Nogizaka46 (乃木坂46),Akira Sunset,Yasushi Akimoto,17
P+kcPEzuzWgXwaL71CTcI2fAFauIZ/Eu4pLsEK4HZUE=,369162,139|125|109,MISIA,Hiroshi Matsui,Misia,17
h4fvj+jX+KLkUK4VTgTrPgaeADDYR2dzaGSK7X+/lIY=,196466,1609,Breakbot,,,52
w0sWGvf/NFjFqY8uKo9ZaP1klAQJoLNgSPQ6YFvJ9g8=,356612,958,Yo-Yo Ma,,,-1
yejj0bOROG9gQwXxHb8FHYawIhoxU7sjInUrKxRhWkw=,279475,451,王菲 (Faye Wong),C.Y.Kong,,24
AWGQRUfNBcC3TFyuGkCogFh5RM922KqTIdoBfQQeEz0=,214047,726,Various Artists,,,52
flQtcSiNvVqb8ukyOjh9TCxRaBq9Y7LlIvEl1HnfO5s=,269148,458,hush！樂團,Hush,Hush,3
2D57IrAxbGt9HlgjM4it7h+A4QD1TTqBSTS1BC5NFJY=,384313,2122,Grover Washington Jr.,Ralph Macdonald| William Eaton| William Salter,,-1
Vg3KTXHVWFW6URkffQ1rtNbj2SSri9/3+kGdC5LZy1M=,191137,465,Simply Red,,,52
/To5SYDHbz+/Fu1dgEdstky+Wqzf8fFwqwKUUCNW+Lg=,929854,958,Philharmonia Quartett Berlin,,,-1
eNYRNjaQr/mt0rxoDr8CZK9+P8zpwktpwIeQrr0FZLA=,127373,921,Various Artists,,,-1
L8hcHpAPSrBJpuzd3qx0Zh3d8BnJE9RYfVE8nWPVrws=,134954,465,羅文 (Roman Tam),Michael Lai,Richard Lam Chun Keung,24
kK7KTywBWePh69YndEBPM1wOcPIJTZpsa4Mia0ivt5A=,118282,481,好聽小故事,,,-1
7Va8gmRzNWRSkZv/kUtIMBFRzR7T4x5SSExYrMmu7XY=,216711,465,元衛覺醒 (Awaking),衛斯理,衛斯理,3
J+zb6Vzwx9BwxmwkTWKb9p4oIDViFBxv/dU+NNuXmdo=,130031,1609,Maxi Kingdom,,,-1
kymRiT8BRZ5KOZIrj74xSsFfqf2JT7ghxC/3fZv9YHI=,134675,958,Sarah Cunningham,Marin Marais,,-1
uaR8rYzseEigVCbTVqvXDMptv1byhtQPrrPGdzNfz34=,256627,1152|947,Richard Clayderman,,,-1
F5Cjh0MYEMrVysPsrckM7XU5kpA7cGoPWhIe2TysOx4=,248685,451,郭富城 (Aaron Kwok),,,24
STM5IDDpihDqySyjpaDSbmLRK6erMgVrp+qf9Jr6juc=,237354,465,Song Given To The Baby,,,52
Pbz0gspsKZ4nUOzcVFsnhxCNdwGzIpW64a2IZ1lMAOk=,216317,2122,Sarah Vaughan,Howard Dietz| Arthur Schwartz,,-1
tC/ij/y4WIadMXN0gjg8GiLVG8XN+oqfP6qWLkvT7E8=,229877,465,伊恩森,,,3
mG0zBrRuHi5X6xEfZAHI4PvRm2N6vhGKIhwMADPHb1U=,236379,359,BANKS,Jillian Banks| Jenna Andrews,,52
5N+OKfncR60cXyVQTtrxxrT7QrDvf+pkG0kxAx0ZghM=,242555,1259,Corinne Bailey Rae,Corinne Bailey Rae,,52
AfsKi3UUEoZzOA2uZ9paOBsQ6g4Gje01rpheKegRhW8=,267075,1609,Power Music Workout,,,52
0dDd/KMauB17A/EhobeCDBgqvUA/pkti5AUS9Dswh5M=,396486,2122,Al Jarreau,,,52
4AmsEWxzm4Vkwsa6HjMe+bVFmW293xK/BFX6VGXx6N8=,263105,458,Easy Shen,Easy Shen,Easy Shen,3
y9Vva67cVT7p7GAvFkRGHW3xM5cBrjKCCrHKDU9Bumk=,230974,465,Britney Spears,Britney Spears| BURNS| Joe Janiak| Gerald Gillum,Britney Spears| BURNS| Joe Janiak| Gerald Gillum,52
QHNtgnohOQG+3t8CvarM47uzRrnHD1KzrpgUxwqBZw4=,258670,873,Instrumental Christian Songs| Christian Piano Music| Christian Yoga Music| Worship Ensemble,,,-1
L/tphCWXh1GQhMipQ53C3tafn/0hCjSI/eUC5BBD9qE=,403098,947,黛青塔娜 與 HAYA樂團,HAYA樂團,HAYA樂團,-1
kcKrbIv69cuNKxfa3E3Wo65UJ6UkHh5sAjlx1cZhCak=,233128,1259,Chingy,Jermaine Dupri| Brian Morgan| James Phillips| Jaco Pastorious| Howard Bailey,,52
INFumZe/4fQ8SMoPSBSsSzMlLUDge6PvO97KrDXFmsA=,168483,465,純音樂,Andrew Lloyd Webber| Trevor Robert Nunn| T.S. Eliot,,-1
0DNAS5RCEmmDMiKIUeJ1Kxew+HtnXGBETJgcl0EETyk=,254955,444,Hong Dae Kwang,,,31
4rL9GLTiNX6EFexOrP1c0FCdN2YFwWnQOvzDAUf7Uks=,199706,444,CNBLUE,,,31
Fe8Di6UxPk9BHuS8dK6MBJeL6YtDcObMw/eWXz9k59Q=,283088,465,葉蒨文 (Sally Yeh),Chen Xiu Nan,Chen Xiu Nan| Daniel Chen,3
PK5ewNGJmdNMkQn+veftSmKecyu34f3rSP00N8naT9s=,313051,437,Ryota Fujimaki (藤巻亮太),藤巻　亮太　Strings Arranged by 森　俊之,藤巻　亮太,17
NfOXG9ccj3ZNQEZD4Rt+pxwuHwWYD7GPXLg2X4VbUi4=,302352,947,勁樂音樂Big Bang& Fuzz,Roland Chadwick,Roland Chadwick,-1
